"AE_NAME","ID","MEDDRA_AE_NAME","MEDDRA_ID"
"Periorbital oedema","10002917","Periorbital oedema","10002917"
"Anaemia haemolytic autoimmune","10002046","Autoimmune haemolytic anaemia","10073785"
"Nervous system disorder","10010547","Nervous system disorder","10010547"
"Apraxia","10027727","Apraxia","10027727"
"Splenomegaly","10027730","Splenomegaly","10027730"
"Blood albumin decreased","10027733","Blood albumin decreased","10027733"
"Hepatosplenomegaly","10037448","Hepatosplenomegaly","10037448"
"Feeling jittery","10037450","Feeling jittery","10037450"
"Fall","10042431","Fall","10042431"
"Abnormal behaviour","10042598","Abnormal behaviour","10042598"
"Aggression","10044640","Aggression","10044640"
"Antinuclear antibody","10049644","Antinuclear antibody","10049644"
"Liver function test abnormal","10050558","Liver function test abnormal","10050558"
"Skin burning sensation","10057651","Skin burning sensation","10057651"
"Lacrimation increased","10061082","Lacrimation increased","10061082"
"Synovitis","10061389","Synovitis","10061389"
"Injection site warmth","10061406","Injection site warmth","10061406"
"Myoclonus","10061532","Myoclonus","10061532"
"Halo vision","10061589","Halo vision","10061589"
"Visual acuity reduced","10064086","Visual acuity reduced","10064086"
"Cardiac disorder","10064192","Cardiac disorder","10064192"
"Movement disorder","10067660","Movement disorder","10067660"
"Erythema marginatum","10003193","Erythema marginatum","10003193"
"Fracture","10008086","Fracture","10008086"
"Scleroderma","10009807","Scleroderma","10009807"
"Gouty arthritis","10025532","Gouty arthritis","10025532"
"Tendon disorder","10037339","Tendon disorder","10037339"
"Sluggishness","10049209","Sluggishness","10049209"
"Disorientation","10049807","Disorientation","10049807"
"Dysarthria","10051452","Dysarthria","10051452"
"Road traffic accident","10053485","Road traffic accident","10053485"
"Fasciitis","10056371","Fasciitis","10056371"
"Muscle contractions involuntary","10061052","Muscle contractions involuntary","10061052"
"Muscle disorder","10061060","Muscle disorder","10061060"
"Neurological examination abnormal","10061074","Neurological examination abnormal","10061074"
"Neuropathy peripheral","10062325","Neuropathy peripheral","10062325"
"Cold sweat","10064193","Cold sweat","10064193"
"Injection site urticaria","10064595","Injection site urticaria","10064595"
"Albumin globulin ratio abnormal","10066907","Albumin globulin ratio abnormal","10066907"
"Blood calcium decreased","10017324","Blood calcium decreased","10017324"
"Ventricular extrasystoles","10045181","Ventricular extrasystoles","10045181"
"Blood potassium decreased","10049004","Blood potassium decreased","10049004"
"Cerebral infarction","10050361","Cerebral infarction","10050361"
"Myelitis transverse","10053871","Myelitis transverse","10053871"
"Bundle branch block","10056554","Bundle branch block","10056554"
"Colitis","10061764","Colitis","10061764"
"Neurogenic bladder","10064041","Neurogenic bladder","10064041"
"Belligerence","10064571","Belligerence","10064571"
"Intracranial pressure increased","10067477","Intracranial pressure increased","10067477"
"Superficial injury of eye","10000361","Superficial injury of eye","10000361"
"Hyperlipidaemia","10011882","Hyperlipidaemia","10011882"
"Pharyngeal oedema","10014016","Pharyngeal oedema","10014016"
"Haematochezia","10024929","Haematochezia","10024929"
"Metabolic acidosis","10027555","Metabolic acidosis","10027555"
"Abortion spontaneous","10054215","Abortion spontaneous","10054215"
"Anaphylactic reaction","10062339","Anaphylactic reaction","10062339"
"Dissociation","10010510","Dissociation","10010510"
"Demyelination","10037126","Demyelination","10037126"
"Apathy","10049057","Apathy","10049057"
"Dermatitis","10051320","Dermatitis","10051320"
"Drooling","10059116","Drooling","10059116"
"Bruxism","10061630","Bruxism","10061630"
"Euphoric mood","10005176","Euphoric mood","10005176"
"Polymyalgia rheumatica","10007747","Polymyalgia rheumatica","10007747"
"Gastrooesophageal reflux disease","10010050","Gastrooesophageal reflux disease","10010050"
"Odynophagia","10011005","Odynophagia","10011005"
"Hypoacusis","10011850","Hypoacusis","10011850"
"Sensory disturbance","10012565","Sensory disturbance","10012565"
"Eczema nummular","10013799","Eczema nummular","10013799"
"Hepatic failure","10038914","Hepatic failure","10038914"
"Respiratory arrest","10052642","Respiratory arrest","10052642"
"Listless","10057886","Listless","10057886"
"Injection site discolouration","10059159","Injection site discolouration","10059159"
"Social avoidant behaviour","10065273","Social avoidant behaviour","10065273"
"Muscle spasticity","10067159","Muscle spasticity","10067159"
"Brain neoplasm","10069153","Brain neoplasm","10069153"
"Congenital musculoskeletal anomaly","10009260","Congenital musculoskeletal anomaly","10009260"
"Mood altered","10009269","Mood altered","10009269"
"Psychomotor hyperactivity","10010539","Psychomotor hyperactivity","10010539"
"Haematuria","10010658","Haematuria","10010658"
"Micturition urgency","10011766","Micturition urgency","10011766"
"Clumsiness","10013542","Clumsiness","10013542"
"Peroneal nerve palsy","10015677","Peroneal nerve palsy","10015677"
"Polyneuropathy","10018046","Polyneuropathy","10018046"
"Blood gonadotrophin decreased","10019912","Blood gonadotrophin decreased","10019912"
"Hypomenorrhoea","10020046","Hypomenorrhoea","10020046"
"Infertility female","10037621","Infertility female","10037621"
"Oral mucosal blistering","10044041","Oral mucosal blistering","10044041"
"Pleurisy","10049244","Pleurisy","10049244"
"Papilloedema","10056981","Papilloedema","10056981"
"Pulmonary haemorrhage","10056987","Pulmonary haemorrhage","10056987"
"Respiratory distress","10061067","Respiratory distress","10061067"
"Sneezing","10061077","Sneezing","10061077"
"Mydriasis","10061596","Mydriasis","10061596"
"Libido decreased","10064024","Libido decreased","10064024"
"Emotional disorder","10066969","Emotional disorder","10066969"
"Eye irritation","10068321","Eye irritation","10068321"
"Tonsillitis","10010317","Tonsillitis","10010317"
"Faecal incontinence","10016092","Anal incontinence","10077605"
"Accident","10057873","Accident","10057873"
"Autoantibody positive","10010099","Autoantibody positive","10010099"
"Dysphasia","10013951","Aphasia","10002948"
"Antinuclear antibody positive","10064859","Antinuclear antibody positive","10064859"
"Hallucination, visual","10010430","Hallucination, visual","10010430"
"Opisthotonus","10010496","Opisthotonus","10010496"
"Productive cough","10010619","Productive cough","10010619"
"Myopia","10019949","Myopia","10019949"
"Astigmatism","10000002","Astigmatism","10000002"
"Strabismus","10001806","Strabismus","10001806"
"Vomiting neonatal","10047705","Infantile vomiting","10075315"
"Nasopharyngitis","10018048","Nasopharyngitis","10018048"
"Globulins increased","10018267","Globulins increased","10018267"
"Blood urine present","10023492","Blood urine present","10023492"
"Proteinuria","10024381","Proteinuria","10024381"
"Red blood cells urine","10034872","Red blood cells urine","10034872"
"Hangover","10036181","Hangover","10036181"
"Pneumonitis","10036193","Pneumonitis","10036193"
"Hyperkalaemia","10048707","Hyperkalaemia","10048707"
"Pleural effusion","10056889","Pleural effusion","10056889"
"Cardiac failure","10058298","Cardiac failure","10058298"
"Cerebral haematoma","10059521","Cerebral haematoma","10059521"
"Chromaturia","10061990","Chromaturia","10061990"
"Thrombophlebitis","10062018","Thrombophlebitis","10062018"
"Hepatic enzyme abnormal","10067601","Hepatic enzyme abnormal","10067601"
"Foetal distress syndrome","10067608","Foetal distress syndrome","10067608"
"Anaphylactic shock","10067609","Anaphylactic shock","10067609"
"Menstruation irregular","10067729","Menstruation irregular","10067729"
"Hyporeflexia","10068836","Hyporeflexia","10068836"
"Mood swings","10010356","Mood swings","10010356"
"Antisocial behaviour","10019463","Antisocial behaviour","10019463"
"Self injurious behaviour","10063495","Intentional self-injury","10022524"
"Decreased eye contact","10028182","Decreased eye contact","10028182"
"Radiculitis brachial","10041420","Radiculitis brachial","10041420"
"Vomiting projectile","10052011","Vomiting projectile","10052011"
"Oral intake reduced","10063889","Hypophagia","10063743"
"Choking","10061205","Choking","10061205"
"Pneumonia aspiration","10062328","Pneumonia aspiration","10062328"
"Blood disorder","10000364","Blood disorder","10000364"
"Electrocardiogram abnormal","10008723","Electrocardiogram abnormal","10008723"
"Lymphopenia","10009259","Lymphopenia","10009259"
"Cystitis interstitial","10010318","Cystitis interstitial","10010318"
"Sensation of pressure","10040003","Discomfort","10013082"
"Rash follicular","10016212","Rash follicular","10016212"
"Iron deficiency anaemia","10016664","Iron deficiency anaemia","10016664"
"Lymphoma","10024500","Lymphoma","10024500"
"Red blood cell sedimentation rate decreased","10024503","Red blood cell sedimentation rate decreased","10024503"
"Labour onset delayed","10023553","Prolonged pregnancy","10036877"
"Gastritis","10027541","Gastritis","10027541"
"Glossodynia","10028197","Glossodynia","10028197"
"Iritis","10028356","Iritis","10028356"
"Abdominal distension","10034204","Abdominal distension","10034204"
"Grunting","10035009","Grunting","10035009"
"Vaccination complication","10036063","Vaccination complication","10036063"
"Folliculitis","10041611","Folliculitis","10041611"
"Breath holding","10042778","Breath holding","10042778"
"Blood urea increased","10042856","Blood urea increased","10042856"
"Type III immune complex mediated reaction","10043101","Type III immune complex mediated reaction","10043101"
"Vaginal haemorrhage","10048586","Vaginal haemorrhage","10048586"
"Haemorrhoids","10049889","Haemorrhoids","10049889"
"Medication error","10050183","Medication error","10050183"
"Epiglottitis","10051643","Epiglottitis","10051643"
"Blood testosterone decreased","10062282","Blood testosterone decreased","10062282"
"Platelet production decreased","10062332","Platelet production decreased","10062332"
"Psychotic disorder","10062336","Psychotic disorder","10062336"
"Myopathy","10062337","Myopathy","10062337"
"Agitation neonatal","10062344","Agitation neonatal","10062344"
"Injection site infection","10062348","Injection site infection","10062348"
"Alanine aminotransferase increased","10062992","Alanine aminotransferase increased","10062992"
"Somnolence neonatal","10063410","Somnolence neonatal","10063410"
"Sinus headache","10064157","Sinus headache","10064157"
"Nail disorder","10064568","Nail disorder","10064568"
"Immunoglobulins increased","10065859","Immunoglobulins increased","10065859"
"Postnasal drip","10036402","Upper-airway cough syndrome","10070488"
"Colitis ulcerative","10066242","Colitis ulcerative","10066242"
"Dysphemia","10072610","Dysphemia","10072610"
"Body temperature decreased","10002320","Body temperature decreased","10002320"
"Scotoma","10039729","Visual field defect","10047555"
"Scintillating scotoma","10008033","Scintillating scotoma","10008033"
"Polyarthritis","10008129","Polyarthritis","10008129"
"Peptic ulcer","10010390","Peptic ulcer","10010390"
"Panic reaction","10010411","Panic reaction","10010411"
"Suicidal ideation","10010506","Suicidal ideation","10010506"
"Hepatitis C virus",NA,"Hepatitis C virus",NA
"Throat tightness","10014617","Throat tightness","10014617"
"Henoch-Schonlein purpura","10016208","Henoch-Schonlein purpura","10016208"
"Breast mass","10027266","Breast mass","10027266"
"High-pitched crying","10052286","Crying","10011469"
"Upper respiratory tract congestion","10029268","Upper respiratory tract congestion","10029268"
"Pericarditis","10036172","Pericarditis","10036172"
"Emphysema","10041524","Emphysema","10041524"
"Retinal disorder","10041525","Retinal disorder","10041525"
"Alopecia areata","10041582","Alopecia areata","10041582"
"Lip ulceration","10042928","Lip ulceration","10042928"
"Parotid gland enlargement","10044126","Parotid gland enlargement","10044126"
"Heart rate irregular","10045138","Heart rate irregular","10045138"
"Stomatitis","10048409","Stomatitis","10048409"
"Prostatic disorder","10048411","Prostatic disorder","10048411"
"Myocarditis","10048784","Myocarditis","10048784"
"Osteomyelitis","10048785","Osteomyelitis","10048785"
"Retching","10048911","Retching","10048911"
"Cerebral palsy","10051260","Cerebral palsy","10051260"
"Diverticulitis","10052046","Diverticulitis","10052046"
"Cardiac failure congestive","10054935","Cardiac failure congestive","10054935"
"Renal impairment","10056467","Renal impairment","10056467"
"Postpartum haemorrhage","10057660","Postpartum haemorrhage","10057660"
"Bile duct stenosis","10058271","Bile duct stenosis","10058271"
"Gastric cancer","10062267","Gastric cancer","10062267"
"Haemoglobin decreased","10062345","Haemoglobin decreased","10062345"
"Rosacea","10066084","Rosacea","10066084"
"Syncope vasovagal","10042777","Syncope","10042772"
"White blood cell disorder","10068320","White blood cell disorder","10068320"
"Haemolytic anaemia","10069382","Haemolytic anaemia","10069382"
"Tongue disorder","10070666","Tongue disorder","10070666"
"Acute respiratory distress syndrome","10071150","Acute respiratory distress syndrome","10071150"
"Cataract","10073489","Cataract","10073489"
"Vision abnormal neonatal","10073490","Vision abnormal neonatal","10073490"
"Extrasystoles","10073677","Extrasystoles","10073677"
"Tic","10010428","Tic","10010428"
"Respiratory rate decreased","10023416","Respiratory rate decreased","10023416"
"Extravasation blood","10023430","Extravasation blood","10023430"
"Lymphadenitis","10046479","Lymphadenitis","10046479"
"Injection site abscess sterile","10050975","Injection site abscess sterile","10050975"
"Skin warm","10061053","Skin warm","10061053"
